,Number,Name,Department,Functional_Group,Sp_Area_Designed,Area_Briefed,Area Dif
3060918,16.01.01.030,REAGENT PREPARATION & MICROSCOPIC SLIDE PREPARATION,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,20.31,20.00,-0.31
3061155,16.01.01.032,IN-SITU HYBRIDIZATION WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,39.94,40.00,0.06
2965089,16.01.01.033,FLUORESCENCE MICROSCOPY & IMAGE CAPTURE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,20.03,20.00,-0.03
2932807,16.01.01.034,HUMAN TISSUE SPECIMEN STORAGE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,80.10,80.00,-0.10
2955686,16.01.01.035,CLINICAL WASTE HANDLING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,15.11,15.00,-0.11
2965017,16.01.01.036,SLIDE STORAGE ROOM (CYTOLOGY),16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,30.63,30.00,-0.63
2932692,16.01.01.037,SLIDE STORAGE ROOM (HISTOLOGY),16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,69.98,70.00,0.02
3104553,16.01.01.039,PARAFFIN BLOCK STORAGE ROOM (ARCHIVE),16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,121.13,120.00,-1.13
2932929,16.01.01.040,TELEPATHOLOGY ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,33.04,30.00,-3.04
3124410,16.01.01.041,ALCOVE (TROLLEY),16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,15.51,3.00,-12.51
3066393,16.01.01.042,REPORTING / WORKSTATION AREA,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,24.86,40.00,15.14
2934066,16.01.01.043,DEEP FREEZER,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,31.17,5.00,-26.17
2955214,16.01.02.001,CYTOLOGY RECEPTION WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.02 - CYTOLOGY LABORATORY,10.78,10.00,-0.78
2934239,16.01.02.002,CYTOLOGY STAINING & COVER SLIPPING BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.02 - CYTOLOGY LABORATORY,35.98,35.00,-0.98
2955301,16.01.02.003,LIQUID BASED CYTOLOGY WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.02 - CYTOLOGY LABORATORY,16.14,15.00,-1.14
2933088,16.01.02.005,CYTOLOGY SPECIMEN PREPARATION ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.02 - CYTOLOGY LABORATORY,30.71,30.00,-0.71
2964943,16.01.02.006,SCREENING,16 - DEPARTMENT OF PATHOLOGY,16.01.02 - CYTOLOGY LABORATORY,55.30,45.00,-10.30
2955610,16.01.02.007,SPECIMEN STORAGE,16 - DEPARTMENT OF PATHOLOGY,16.01.02 - CYTOLOGY LABORATORY,21.48,20.00,-1.48
2955387,16.01.03.001,"SPECIMEN PROCESSING, SECTIONING, ULTRA-CLEANING & EM STAINING ROOM",16 - DEPARTMENT OF PATHOLOGY,16.01.03 - ELECTRON MICROSCOPY LABORATORY,29.96,30.00,0.04
2964875,16.01.03.002,ELECTRON MICROSCOPY ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.03 - ELECTRON MICROSCOPY LABORATORY,49.68,30.00,-19.68
2955846,16.01.03.004,COOLER & COMPRESSOR ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.03 - ELECTRON MICROSCOPY LABORATORY,17.68,5.00,-12.68
2969302,16.01.03.005,PHOTOGRAPHY & EM IMAGE EDITING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.03 - ELECTRON MICROSCOPY LABORATORY,11.26,10.00,-1.26
3067157,16.01.03.006,OFFICE (SMT),16 - DEPARTMENT OF PATHOLOGY,16.01.03 - ELECTRON MICROSCOPY LABORATORY,14.07,11.00,-3.07
2986114,16.01.04.001,OFFICE (CONSULTANT),16 - DEPARTMENT OF PATHOLOGY,16.01.04 - MEDICAL STAFF OFFICE,20.65,19.00,-1.65
2986324,16.01.04.002,OFFICE (CONSULTANT),16 - DEPARTMENT OF PATHOLOGY,16.01.04 - MEDICAL STAFF OFFICE,21.27,19.00,-2.27
2986336,16.01.04.003,OFFICE (CONSULTANT),16 - DEPARTMENT OF PATHOLOGY,16.01.04 - MEDICAL STAFF OFFICE,20.06,19.00,-1.06
2986333,16.01.04.004,OFFICE (CONSULTANT),16 - DEPARTMENT OF PATHOLOGY,16.01.04 - MEDICAL STAFF OFFICE,19.01,19.00,-0.01
2986161,16.01.04.005,OFFICE (SMO/AC),16 - DEPARTMENT OF PATHOLOGY,16.01.04 - MEDICAL STAFF OFFICE,70.43,70.00,-0.43
3067154,16.01.04.006,OFFICE (RESIDENT),16 - DEPARTMENT OF PATHOLOGY,16.01.04 - MEDICAL STAFF OFFICE,30.64,29.00,-1.64
3086666,16.02.01.001,MICROBIOLOGY SPECIMEN SET-UP AREA,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,10.36,10.00,-0.36
3063155,16.02.01.002,PNEUMATIC TUBE SYSTEM & DUMBWAITER / ELECTRIC TRACK VEHICLE SYSTEM AREA,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,7.61,5.00,-2.61
3084160,16.02.01.003,MAIN LABORATORY,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,371.69,370.00,-1.69
3068340,16.02.01.004,SPECIAL INVESTIGATION/TEST/SUSPECT HIGH PATHOGENIC ORGANISM HANDLING,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,29.96,30.00,0.04
3068773,16.02.01.005,RESPIRATORY & MYCOLOGY,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,20.06,20.00,-0.06
3069096,16.02.01.006,PARASITOLOGY,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,19.99,20.00,0.01
3124272,16.02.01.007,COLD ROOM (REAGENT STORAGE),16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,24.22,15.00,-9.22
3069623,16.02.01.009,INCUBATION ROOM,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,20.04,20.00,-0.04
3070177,16.02.01.010,ROOM FOR CO2 INCUBATORS/ANAEROBIC STATIONS,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,24.94,25.00,0.06
3069926,16.02.01.011,"ROOM FOR REFRIGERATORS (VERY LOW TEMP STORAGE REAGENTS-ANTIBIOTICS, SUPPLEMENTS)/DEEP FREEZERS FOR STRAIN PRESERVATION",16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,20.01,20.00,-0.01
3086635,16.02.01.012,LABORATORY RESULT REPORTING & DATA ENTRY ROOM,16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,10.01,10.00,-0.01
3070507,16.02.01.013,ALCOVE (TROLLEY),16 - DEPARTMENT OF PATHOLOGY,16.02.01 - GENERAL MICROBIOLOGY LABORATORY,10.48,5.00,-5.48
3082205,16.02.02.001,GENERAL VIROLOGY & SEROLOGY LAB WITH AREA FOR AUTOMATED MACHINES,16 - DEPARTMENT OF PATHOLOGY,16.02.02 - VIROLOGY LABORATORY,72.98,70.00,-2.98
3424792,16.02.02.002,RESPIRATORY IF BENCH,16 - DEPARTMENT OF PATHOLOGY,16.02.02 - VIROLOGY LABORATORY,19.04,15.00,-4.04
3078228,16.02.02.003,DARK ROOM FOR FLUORESCENCE MICROSCOPY,16 - DEPARTMENT OF PATHOLOGY,16.02.02 - VIROLOGY LABORATORY,11.87,5.00,-6.87
4095376,16.02.02.004,GOWN UP/GOWN DOWN,16 - DEPARTMENT OF PATHOLOGY,16.02.02 - VIROLOGY LABORATORY,14.60,10.00,-4.60
3428546,16.02.03.001,TECHNICAL PREPARATION ROOM,16 - DEPARTMENT OF PATHOLOGY,16.02.03 - MICROBIOLOGY MEDIA PREPARATION UNIT,34.83,40.00,5.17
3420344,16.02.03.002,CLEAN ROOM FOR PLATE POURING/MEDIA DISPENSING,16 - DEPARTMENT OF PATHOLOGY,16.02.03 - MICROBIOLOGY MEDIA PREPARATION UNIT,30.00,30.00,0.00
3071522,16.02.03.003,MAIN MEDIA STERILIZING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.02.03 - MICROBIOLOGY MEDIA PREPARATION UNIT,49.59,50.00,0.41
3072203,16.02.03.004,COLD ROOM (MEDIA/REAGENT STORAGE),16 - DEPARTMENT OF PATHOLOGY,16.02.03 - MICROBIOLOGY MEDIA PREPARATION UNIT,14.96,15.00,0.04
3100207,16.02.04.001,AUTOCLAVE ROOM FOR STERILIZING WASTE PRIOR TO DISPOSAL OR RE-PROCESSING USED GLASSWARES,16 - DEPARTMENT OF PATHOLOGY,16.02.04 - MICROBIOLOGICAL WASTE DISPOSAL UNIT,57.49,55.00,-2.49
3084062,16.02.04.002,CENTRAL WASH-UP,16 - DEPARTMENT OF PATHOLOGY,16.02.04 - MICROBIOLOGICAL WASTE DISPOSAL UNIT,51.68,45.00,-6.68
3088800,16.02.04.003,SUPPORTING STAFF ROOM FOR REPROCESSING RE-USE ITEMS,16 - DEPARTMENT OF PATHOLOGY,16.02.04 - MICROBIOLOGICAL WASTE DISPOSAL UNIT,9.99,10.00,0.01
3098646,16.02.04.004,ROOM FOR HOT AIR OVENS/DRYING CABINETS,16 - DEPARTMENT OF PATHOLOGY,16.02.04 - MICROBIOLOGICAL WASTE DISPOSAL UNIT,15.42,15.00,-0.42
3100256,16.02.05.001,OFFICE (MICROBIOLOGY CONSULTANT),16 - DEPARTMENT OF PATHOLOGY,16.02.05 - ADMINISTRATIVE OFFICE,19.04,19.00,-0.04
3088731,16.02.05.002,ASSOC CONSULTANT MICROBIOLOGIST ADMINISTRATIVE & CLINICAL CONSULTATION STATIONS,16 - DEPARTMENT OF PATHOLOGY,16.02.05 - ADMINISTRATIVE OFFICE,9.23,8.00,-1.23
3088900,16.02.05.003,ASSOC CONSULTANT MICROBIOLOGIST ADMINISTRATIVE & CLINICAL CONSULTATION STATIONS,16 - DEPARTMENT OF PATHOLOGY,16.02.05 - ADMINISTRATIVE OFFICE,9.48,8.00,-1.48
3088967,16.02.05.004,ASSOC CONSULTANT MICROBIOLOGIST ADMINISTRATIVE & CLINICAL CONSULTATION STATIONS,16 - DEPARTMENT OF PATHOLOGY,16.02.05 - ADMINISTRATIVE OFFICE,9.91,8.00,-1.91
3100253,16.02.05.005,OFFICE (SMT & SCIENTIFIC OFFICER),16 - DEPARTMENT OF PATHOLOGY,16.02.05 - ADMINISTRATIVE OFFICE,17.15,17.00,-0.15
3089035,16.02.05.006,REPORTING / WORKSTATION AREA,16 - DEPARTMENT OF PATHOLOGY,16.02.05 - ADMINISTRATIVE OFFICE,40.12,40.00,-0.12
3110237,16.03.01.001,REAGENT & CONSUMABLE STORE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,86.34,70.00,-16.34
3104904,16.03.01.002,STORE (EQUIPMENT),16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,29.96,30.00,0.04
3104846,16.03.01.003,COLD ROOM FOR SPECIMENS,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,29.96,30.00,0.04
3104894,16.03.01.004,COLD ROOM FOR REAGENTS,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,29.96,30.00,0.04
3110308,16.03.01.005,DOCUMENT STORE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,29.96,30.00,0.04
3499991,16.03.01.006,COMPRESSOR ROOM FOR COLD ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,29.62,0.00,-29.62
3104474,16.03.01.007,SOILED LINEN,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,10.81,10.00,-0.81
3104629,16.03.01.008,STORE (PPE),16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,5.29,5.00,-0.29
3104501,16.03.01.009,CLINICAL WASTE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,10.81,10.00,-0.81
3104700,16.03.01.010,NON-CLINICAL WASTE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,20.71,20.00,-0.71
3104507,16.03.01.011,CHEMICAL WASTE STORE,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,10.81,10.00,-0.81
3110367,16.03.01.012,EQUIPMENT / INSTRUMENT CLEANSING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,20.88,20.00,-0.88
3110448,16.03.01.013,STENOTYPING & REPORT TRANSCRIPTION ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,20.02,20.00,-0.02
3110486,16.03.01.014,DOCUMENT CONTROL ROOM,16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,20.02,20.00,-0.02
3110494,16.03.01.015,CASE DISCUSSION (WITH CLINICIANS),16 - DEPARTMENT OF PATHOLOGY,16.03.01 - LABORATORY STORAGE & SUPPORTING FACILITIES,43.99,25.00,-18.99
3111143,16.03.02.001,STAFF COMMON ROOM CUM PANTRY,16 - DEPARTMENT OF PATHOLOGY,16.03.02 - STAFF FACILITIES,51.38,50.00,-1.38
3068039,16.03.02.002,CHANGING ROOM WITH LOCKER (F),16 - DEPARTMENT OF PATHOLOGY,16.03.02 - STAFF FACILITIES,116.16,60.00,-56.16
3068123,16.03.02.003,CHANGING ROOM WITH LOCKER M,16 - DEPARTMENT OF PATHOLOGY,16.03.02 - STAFF FACILITIES,62.01,40.00,-22.01
3120777,16.04.01.001,GENERAL/SUPPLY OFFICE,16 - DEPARTMENT OF PATHOLOGY,16.04.01 - ADMINISTRATIVE OFFICE,45.22,44.00,-1.22
3120734,16.04.01.002,OFFICE EQUIPMENT ROOM,16 - DEPARTMENT OF PATHOLOGY,16.04.01 - ADMINISTRATIVE OFFICE,19.82,20.00,0.18
3120767,16.04.01.003,OFFICE (COS),16 - DEPARTMENT OF PATHOLOGY,16.04.01 - ADMINISTRATIVE OFFICE,22.78,23.00,0.22
3198703,16.04.01.004,OFFICE (DM),16 - DEPARTMENT OF PATHOLOGY,16.04.01 - ADMINISTRATIVE OFFICE,12.32,11.00,-1.32
3198848,16.04.01.005,OFFICE (PS),16 - DEPARTMENT OF PATHOLOGY,16.04.01 - ADMINISTRATIVE OFFICE,11.75,11.00,-0.75
3110510,16.04.02.001,DOCUMENT STORE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.04.02 - STORE ROOM FOR ADMINISTRATIVE OFFICE,29.96,30.00,0.04
3198489,16.04.02.002,STORE (LINEN),16 - DEPARTMENT OF PATHOLOGY,16.04.02 - STORE ROOM FOR ADMINISTRATIVE OFFICE,18.09,15.00,-3.09
3198612,16.04.02.003,STORE (PPE),16 - DEPARTMENT OF PATHOLOGY,16.04.02 - STORE ROOM FOR ADMINISTRATIVE OFFICE,15.31,15.00,-0.31
3199115,16.04.02.004,ALCOVE (TROLLEY),16 - DEPARTMENT OF PATHOLOGY,16.04.02 - STORE ROOM FOR ADMINISTRATIVE OFFICE,15.83,5.00,-10.83
3110548,16.04.03.001,ROUTINE SPECIMEN CONTAINER ISSUING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.04.03 - OTHER NON-LABORATORY FACILITIES,19.98,20.00,0.02
3120672,16.04.03.002,CENTRAL SUPPLY STORE,16 - DEPARTMENT OF PATHOLOGY,16.04.03 - OTHER NON-LABORATORY FACILITIES,233.22,200.00,-33.22
3111012,16.04.03.003,SEMINAR,16 - DEPARTMENT OF PATHOLOGY,16.04.03 - OTHER NON-LABORATORY FACILITIES,51.38,50.00,-1.38
3110768,16.04.03.004,CONFERENCE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.04.03 - OTHER NON-LABORATORY FACILITIES,31.30,30.00,-1.30
3110618,16.04.03.005,CLEANER'S ROOM,16 - DEPARTMENT OF PATHOLOGY,16.04.03 - OTHER NON-LABORATORY FACILITIES,4.12,3.00,-1.12
3110657,16.04.03.006,COMPUTER SWITCH BOX / SERVER,16 - DEPARTMENT OF PATHOLOGY,16.04.03 - OTHER NON-LABORATORY FACILITIES,14.56,10.00,-4.56
3123221,16.05.01.001,BLOOD BANK RECEPTION AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,34.60,30.00,-4.60
3187458,16.05.01.002,DONOR BLOOD/BLOOD COMPONENT PROCESSING & VERIFICATION AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,23.85,20.00,-3.85
3187245,16.05.01.003,MAIN LABORATORY,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,91.18,90.00,-1.18
3123039,16.05.01.004,AUTOMATED BLOOD BANK ANALYSERS,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,21.43,20.00,-1.43
3123097,16.05.01.005,IMMUNOHAEMATOLOGICAL INVESTIGATION LABORATORY,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,35.43,35.00,-0.43
3187369,16.05.01.006,RESULT REPORTING & DONOR BLOOD/BLOOD COMPONENT INFORMATION HANDLING,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,53.24,22.00,-31.24
3187754,16.05.01.007,PLASMA THAWING SYSTEM,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,13.52,5.00,-8.52
3123020,16.05.01.008,BLOOD/BLOOD COMPONENT STORAGE AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,42.59,20.00,-22.59
3080051,16.05.01.009,COLD ROOM,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,12.60,20.00,7.40
3124125,16.05.01.011,BLOOD IRRADIATOR,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,12.66,10.00,-2.66
3121008,16.05.01.012,REF/FREEZER,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,15.90,5.00,-10.90
3123209,16.05.01.013,REPORTING / WORKSTATION AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,29.43,28.00,-1.43
4123304,16.05.01.014,LABORATORY REPORT & RECORD STORAGE ROOM,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,21.37,20.00,-1.37
4128680,16.05.01.015,ALCOVE (TROLLEY) & STORAGE AREA FOR BLOOD PRODUCT TRANSPORT BOX,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,9.01,5.00,-4.01
4128750,16.05.01.016,HAND WASHING BASIN,16 - DEPARTMENT OF PATHOLOGY,16.05.01 - BLOOD BANK,9.99,0.00,-9.99
3120940,16.05.02.001,SPECIMEN PROCESSING AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,27.68,25.00,-2.68
3120888,16.05.02.002,CENTRIFUGATION ROOM,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,19.61,15.00,-4.61
3120522,16.05.02.003,LABORATORY AUTOMATION SYSTEM (LAS) FOR ROUTINE CHEMICAL PATHOLOGY ANALYSIS,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,423.49,423.00,-0.49
3120600,16.05.02.004,ON-LINE SPECIMEN STORAGE SYSTEM WITH LINKAGE TO THE LAS,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,182.36,60.00,-122.36
3185099,16.05.02.005,WATER PURIFICATION SYSTEM FOR LAS,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,22.83,15.00,-7.83
4143248,16.05.02.006,"OTHER AUTOMATION TECHNOLOGIES: HIGH-VOLUME SPECIFIC PROTEINS, & RELATED IMMUNOASSAY ANALYSERS",16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,32.85,60.00,27.15
3185682,16.05.02.007,ANALYSERS FOR CARDIAC MARKER,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,22.49,20.00,-2.49
3185778,16.05.02.008,BLOOD GAS ANALYSERS/ GLUCOMETERS (POCT),16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,18.28,15.00,-3.28
3185912,16.05.02.009,NON-POCT BLOOD GAS ANALYSERS,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,19.99,20.00,0.01
4144730,16.05.02.010,URGENT TOXICOLOGY INVESTIGATION,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,85.44,30.00,-55.44
3186562,16.05.02.011,ANALYSERS FOR OSMOLALITY SERVICE,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,15.18,10.00,-5.18
3186324,16.05.02.012,SIGN-OUT AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,12.87,12.00,-0.87
3185546,16.05.02.013,REF/FREEZER,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,7.93,5.00,-2.93
3185368,16.05.02.014,BIOLOGICAL SAFETY CABINET & FUME HOOD AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,16.78,10.00,-6.78
3186420,16.05.02.015,REPORTING / WORKSTATION AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,35.16,35.00,-0.16
3185217,16.05.02.016,DOCUMENT STORAGE AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.02 - CORELAB CHEMICAL PATHOLOGY,22.10,20.00,-2.10
3124595,16.05.03.001,"ROUTINE HAEMATOLOGY INCLUDING CELL COUNTERS, BLOOD SMEAR PREPARATION BENCH",16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,222.06,233.00,10.94
3124905,16.05.03.002,ROUTINE HAEMATOLOGY RESULTS SCREENING BENCH,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,19.31,5.00,-14.31
3125025,16.05.03.003,STAINING BENCH,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,19.45,5.00,-14.45
3124817,16.05.03.004,MICROSCOPY BENCH,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,38.76,24.00,-14.76
3124728,16.05.03.005,ROUTINE COAGULATION BENCH,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,33.16,30.00,-3.16
3125177,16.05.03.007,SIGN-OUT AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,35.72,12.00,-23.72
3184909,16.05.03.008,HAEMATOLOGIST REPORTING ROOM / CLINICAL PATHOLOGICAL MEETING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,45.68,45.00,-0.68
3183836,16.05.03.009,WATER PURIFICATION SYSTEM FOR HAEMATOLOGY ANALYSERS,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,14.21,10.00,-4.21
3184223,16.05.03.010,REF/FREEZER,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,16.15,5.00,-11.15
3184467,16.05.03.011,BIOLOGICAL SAFETY CABINET & FUME HOOD AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,16.45,10.00,-6.45
3184558,16.05.03.012,REPORTING / WORKSTATION AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,28.12,28.00,-0.12
3184555,16.05.03.013,DOCUMENT STORAGE AREA,16 - DEPARTMENT OF PATHOLOGY,16.05.03 - CORELAB HAEMATOLOGY,13.64,10.00,-3.64
3183160,16.05.04.005,GOWN UP,16 - DEPARTMENT OF PATHOLOGY,16.05.04 - SHARED FACILITIES IN CORELAB / BLOOD BANK,4.73,5.00,0.27
3397581,16.05.04.006,GOWN DOWN,16 - DEPARTMENT OF PATHOLOGY,16.05.04 - SHARED FACILITIES IN CORELAB / BLOOD BANK,5.59,5.00,-0.59
3183223,16.05.04.007,PERSONAL PROTECTIVE EQUIPMENT STORAGE,16 - DEPARTMENT OF PATHOLOGY,16.05.04 - SHARED FACILITIES IN CORELAB / BLOOD BANK,16.36,10.00,-6.36
3183432,16.05.04.008,STAFF COMMON ROOM CUM PANTRY,16 - DEPARTMENT OF PATHOLOGY,16.05.04 - SHARED FACILITIES IN CORELAB / BLOOD BANK,51.18,50.00,-1.18
3183012,16.05.04.009,OFFICE (SENIOR MEDICAL TECHNOLOGIST / SCIENTIFIC OFFICER)/ SLIDE & QC REVIEW,16 - DEPARTMENT OF PATHOLOGY,16.05.04 - SHARED FACILITIES IN CORELAB / BLOOD BANK,21.12,21.00,-0.12
3182281,16.05.04.010,"CONTROL PANEL FOR ACCESS CONTROL, TEMPERATURE MONITORING, ETC.",16 - DEPARTMENT OF PATHOLOGY,16.05.04 - SHARED FACILITIES IN CORELAB / BLOOD BANK,6.26,5.00,-1.26
3182651,16.05.04.011,ALCOVE (TROLLEY),16 - DEPARTMENT OF PATHOLOGY,16.05.04 - SHARED FACILITIES IN CORELAB / BLOOD BANK,6.08,5.00,-1.08
3182801,16.05.05.001,SERVER,16 - DEPARTMENT OF PATHOLOGY,16.05.05 - DATA CENTRE,21.47,20.00,-1.47
3189289,16.06.01.001,RECEPTION,16 - DEPARTMENT OF PATHOLOGY,16.06.01 - RECEPTION,23.30,20.00,-3.30
3188685,16.06.01.002,PNEUMATIC TUBE STATION AREA,16 - DEPARTMENT OF PATHOLOGY,16.06.01 - RECEPTION,30.10,30.00,-0.10
